id,name,parentId
77,Talagutac,28
78,Tapikan,28
79,Taslan,28
80,Tiglawa,28
81,Tiolas,28
82,To-Og,28
83,Torocadan,28
84,Ulay,28
0,Alameda,29
1,Amorogtong,29
2,Anilawan,29
3,Bagacay,29
4,Bagacayan,29
5,Bagay,29
6,Balibagan,29
7,Barangay 1 Poblacion,29
8,Barangay 2 Poblacion,29
9,Barangay 3 Poblacion,29
10,Barangay 4 Poblacion,29
11,Barangay 5 Poblacion,29
12,Barangay 6 Poblacion,29
13,Barasan,29
14,Binanua-An,29
15,Boclod,29
16,Buenavista,29
17,Buga,29
18,Bugnay,29
19,Calampitao,29
20,Cale,29
21,Catiringan,29
22,Corucuan,29
23,Igcabugao,29
24,Igpigus,29
25,Igtalongon,29
26,Indaluyon,29
27,Jovellar,29
28,Kinagdan,29
29,Lab-On,29
30,Lacay Dol-Dol,29
31,Lumangan,29
32,Lutungan,29
33,Mantangon,29
34,Mulangan,29
35,Pasong,29
36,Passi,29
37,Pinaopawan,29
38,Riro-An,29
39,San Ambrosio,29
40,Santa Barbara,29
41,Signe,29
42,Tabiac,29
43,Talayatay,29
44,Taytay,29
45,Tigbanaba,29
0,Aguirre,30
1,Aldeguer,30
2,Alibayog,30
3,Anoring,30
4,Apelo,30
5,Apologista,30
6,Aposaga,30
7,Arante,30
8,Ardemil,30
9,Aspera,30
10,Aswe-Pabriaga,30
11,Bagaygay,30
12,Bakabak,30
13,Batitao,30
14,Bato,30
15,Castor,30
16,Crespo,30
17,Del Castillo,30
18,Devera,30
19,Domingo,30
20,Ferraris,30
21,Gildore,30
22,Improgo,30
23,Juaneza,30
24,Labigan,30
25,Lanciola,30
26,Latawan,30
27,Malapaya,30
28,Muyco,30
29,Padios,30
30,Pasig,30
31,Poblacion Ilawod,30
32,Poblacion Ilaya,30
33,Poblacion Market,30
34,Posadas,30
35,Preciosa,30
36,Salcedo,30
37,San Luis,30
38,Tady,30
39,Tentay,30
40,Villahermosa,30
41,Zerrudo,30
0,Bugnay,31
1,California,31
2,De La Pena,31
3,Del Pilar,31
4,General Luna,31
5,La Fortuna,31
6,Lipata,31
7,Natividad,31
8,Nueva Invencion,31
9,Nueva Sevilla,31
10,Poblacion,31
11,Puerto Princesa,31
12,Rizal,31
13,San Antonio,31
14,San Fernando,31
15,San Francisco,31
16,San Geronimo,31
17,San Juan,31
18,San Lucas,31
19,San Miguel,31
20,San Roque,31
21,Santiago,31
22,Santo Domingo,31
23,Santo Tomas,31
24,Ugasan,31
25,Vista Alegre,31
0,Alupidian,32
1,Atabayan,32
2,Bagacay,32
3,Baguingin,32
4,Bagumbayan,32
5,Bangkal,32
6,Bantud,32
7,Barangay 1 (Pob.),32
8,Barangay 2 (Pob.),32
9,Barangay 3 (Pob.),32
10,Barangay 4 (Pob.),32
11,Barangay 5 (Pob.),32
12,Barangay 6 (Pob.),32
13,Barangay 7 (Pob.),32
14,Barangay 8 (Pob.),32
15,Barangay 9 (Pob.),32
16,Barosong,32
17,Barroc,32
18,Bayuco,32
19,Binaliuan Mayor,32
20,Binaliuan Menor,32
21,Bitas,32
22,Buenavista,32
23,Bugasongan,32
24,Buyu-An,32
25,Canabuan,32
26,Cansilayan,32
27,Cordova Norte,32
28,Cordova Sur,32
29,Danao,32
30,Dapdap,32
31,Dorong-An,32
32,Guisian,32
33,Isauan,32
34,Isian,32
35,Jamog,32
36,Lanag,32
37,Linobayan,32
38,Lubog,32
39,Nagba,32
40,Namocon,32
41,Napnapan Norte,32
42,Napnapan Sur,32
43,Olo Barroc,32
44,Parara Norte,32
45,Parara Sur,32
46,San Rafael,32
47,Sermon,32
48,Sipitan,32
49,Supa,32
50,Tan Pael,32
51,Taro,32
0,Agpipili,33
1,Alcantara,33
2,Almenana,33
3,Anabo,33
4,Bankal,33
5,Buenavista,33
6,Cabantohan,33
7,Capinahan,33
8,Dalipe,33
9,Dapdapan,33
10,Gerongan,33
11,Imbaulan,33
12,Layogbato,33
13,Marapal,33
14,Milan,33
15,Nagsulang,33
16,Nasapahan,33
17,Omio,33
18,Pacuan,33
19,Poblacion Nw Zone,33
20,Poblacion Se Zone,33
21,Pontoc,33
22,San Antonio,33
23,San Diego,33
24,San Jose Moto,33
25,Sepanton,33
26,Sincua,33
27,Tabunan,33
28,Tugas,33
29,Velasco,33
30,Yawyawan,33
0,Abong,34
1,Alipata,34
2,Asluman,34
3,Bancal,34
4,Barangcalan,34
5,Barosbos,34
6,Binuluangan,34
7,Bito-On,34
8,Bolo,34
9,Buaya,34
10,Buenavista,34
11,Cabilao Grande,34
12,Cabilao Pequeno,34
13,Cabuguana,34
14,Cawayan,34
15,Dayhagan,34
16,Gabi,34
17,Granada,34
18,Guinticgan,34
19,Isla De Cana,34
20,Lantangan,34
21,Manlot,34
22,Nalumsan,34
23,Pantalan,34
24,Poblacion,34
25,Punta (Bolocawe),34
26,Punta Batuanan,34
27,San Fernando,34
28,Tabugon,34
29,Talingting,34
30,Tarong,34
31,Tinigban,34
32,Tupaz,34
0,Baclayan,35
1,Badiang,35
2,Balabag,35
3,Bilidan,35
4,Bita-Og Gaja,35
5,Bololacao,35
6,Burot,35
7,Cabilauan,35
8,Cabugao,35
9,Cagban,35
10,Calumbuyan,35
11,Damires,35
12,Dawis,35
13,General Delgado,35
14,Guinobatan,35
15,Janipa-An Oeste,35
16,Jelicuon Este,35
17,Jelicuon Oeste,35
18,Pasil,35
19,Poblacion,35
20,Wari-Wari,35
0,Bayas (Bayas Island),36
1,Bayuyan,36
2,Botongon,36
3,Bulaquena,36
4,Calapdan,36
5,Cano-An,36
6,Daan Banua,36
7,Daculan,36
8,Gogo,36
9,Jolog,36
10,Loguingot (Loguingot Island),36
11,Lonoy (Roman Mosqueda),36
12,Lumbia (Ana Cuenca),36
13,Malbog,36
14,Manipulon,36
15,Pa-On,36
16,Poblacion Zone 1,36
17,Poblacion Zone II,36
18,Poblacion Zone III,36
19,San Roque,36
20,Santa Ana,36
21,Tabu-An,36
22,Tacbuyan,36
23,Tanza,36
24,Villa Pani-An,36
0,Agdaliran,37
1,Amayong,37
2,Bagacay,37
3,Batuan,37
4,Bondulan,37
5,Borongon,37
6,Canas,37
7,Capinang,37
8,Cubay,37
9,Cudionan,37
10,Dugman,37
11,Hacienda Conchita,37
12,Madanlog,37
13,Mandu-Awak,37
14,Moto,37
15,Naborot,37
16,Nipa,37
17,Odiongan,37
18,Pangi,37
19,Pase,37
20,Poblacion,37
21,San Nicolas,37
22,Santol,37
23,Siempreviva,37
24,Sua,37
25,Talo-Ato,37
26,Tamangi,37
27,Tiabas,37
28,Tuble,37
0,Agsirab,38
1,Agtuman,38
2,Alugmawa,38
3,Badiangan,38
4,Balagiao,38
5,Banban,38
6,Bansag,38
7,Bayuco,38
8,Binaba-An Armada,38
9,Binaba-An Labayno,38
10,Binaba-An Limoso,38
11,Binaba-An Portigo,38
12,Binaba-An Tirador,38
13,Bogongbong,38
14,Bonbon,38
15,Bontoc,38
16,Buri,38
17,Burirao,38
18,Buwang,38
19,Cabatangan,38
20,Cabugao,38
21,Cabunlawan,38
22,Caguisanan,38
23,Caloy-Ahan,38
24,Caninguan,38
25,Capangyan,38
26,Cayan Este,38
27,Cayan Oeste,38
28,Corot-On,38
29,Coto,38
30,Cubay,38
31,Cunarum,38
32,Daanbanwa,38
33,Gines,38
34,Hipgos,38
35,Jayubo,38
36,Jorog,38
37,Lanot Grande,38
38,Lanot Pequeno,38
39,Legayada,38
40,Lumanay,38
41,Madarag,38
42,Magbato,38
43,Maite Grande,38
44,Maite Pequeno,38
45,Malag-It,38
46,Manaulan,38
47,Maribong,38
48,Marong,38
49,Misi,38
50,Natividad,38
51,Pajo,38
52,Pandan,38
53,Panuran,38
54,Pasig,38
55,Patag,38
56,Poblacion Ilawod,38
57,Poblacion Ilaya,38
58,Poong,38
59,Pughanan,38
60,Pungsod,38
61,Quiling,38
62,Sagcup,38
63,San Gregorio,38
64,Sibacungan,38
65,Sibaguan,38
66,Simsiman,38
67,Supoc,38
68,Tampucao,38
69,Tranghawan,38
70,Tubungan,38
71,Tuburan,38
72,Walang,38
0,Agusipan,39
1,Agutayan,39
2,Bagumbayan,39
3,Balabag,39
4,Balibagan Este,39
5,Balibagan Oeste,39
6,Ban-Ag,39
7,Bantay,39
8,Barangay Zone I (Pob.),39
9,Barangay Zone II (Pob.),39
10,Barangay Zone III (Pob.),39
11,Barangay Zone IV (Pob.),39
12,Barangay Zone V (Pob.),39
13,Barangay Zone VII (Pob.),39
14,Barasan Este,39
15,Barasan Oeste,39
16,Binangkilan,39
17,Bitaog-Taytay,39
18,Bolong Este,39
19,Bolong Oeste,39
20,Buayahon,39
21,Buyo,39
22,Cabugao Norte,39
23,Cabugao Sur,39
24,Cadagmayan Norte,39
25,Cadagmayan Sur,39
26,Cafe,39
27,Calaboa Este,39
28,Calaboa Oeste,39
29,Camambugan,39
30,Canipayan,39
31,Conaynay,39
32,Daga,39
33,Dalid,39
34,Duyanduyan,39
35,Gen. Martin T. Delgado,39
36,Guno,39
37,Inangayan,39
38,Jibao-An,39
39,Lacadon,39
40,Lanag,39
41,Lupa,39
42,Magancina,39
43,Malawog,39
44,Mambuyo,39
45,Manhayang,39
46,Miraga-Guibuangan,39
47,Nasugban,39
48,Omambog,39
49,Pal-Agon,39
50,Pungsod,39
51,San Sebastian,39
52,Sangcate,39
53,Tagsing,39
54,Talanghauan,39
55,Talongadian,39
56,Tigtig,39
57,Tuburan,39
58,Tugas,39
59,Tungay,39
0,Agdum,40
1,Aguiauan,40
2,Alimodias,40
3,Awang,40
4,Bacauan,40
5,Bacolod,40
6,Bagumbayan,40
7,Banbanan,40
8,Banga,40
9,Bangladan,40
10,Banuyao,40
11,Baraclayan,40
12,Bariri,40
13,Baybay Norte (Pob.),40
14,Baybay Sur (Pob.),40
15,Belen,40
16,Bolho (Pob.),40
17,Bolocaue,40
18,Buenavista Norte,40
19,Buenavista Sur,40
20,Bugtong Lumangan,40
21,Bugtong Naulid,40
22,Cabalaunan,40
23,Cabangcalan,40
24,Cabunotan,40
25,Cadoldolan,40
26,Cagbang,40
27,Caitib,40
28,Calagtangan,40
29,Calampitao,40
30,Cavite,40
31,Cawayanan,40
32,Cubay,40
33,Cubay Ubos,40
34,Dalije,40
35,Damilisan,40
36,Dawog,40
37,Diday,40
38,Dingle,40
39,Durog,40
40,Frantilla,40
41,Fundacion,40
42,Gines,40
43,Guibongan,40
44,Igbita,40
45,Igbugo,40
46,Igcabidio,40
47,Igcabito-On,40
48,Igcatambor,40
49,Igdalaquit,40
50,Igdulaca,40
51,Igpajo,40
52,Igpandan,40
53,Igpuro,40
54,Igpuro-Bariri,40
55,Igsoligue,40
56,Igtuba,40
57,Ilog-Ilog,40
58,Indag-An,40
59,Kirayan Norte,40
60,Kirayan Sur,40
61,Kirayan Tacas,40
62,La Consolacion,40
63,Lacadon,40
64,Lanutan,40
65,Lumangan,40
66,Mabayan,40
67,Maduyo,40
68,Malagyan,40
69,Mambatad,40
70,Maninila,40
71,Maricolcol,40
72,Maringyan,40
73,Mat-Y (Pob.),40
74,Matalngon,40
75,Naclub,40
76,Nam-O Norte,40
77,Nam-O Sur,40
78,Narat-An,40
79,Narorogan,40
80,Naulid,40
81,Olango,40
82,Ongyod,40
83,Onop,40
84,Oya-Oy,40
85,Oyungan,40
86,Palaca,40
87,Paro-On,40
88,Potrido,40
89,Pudpud,40
90,Pungtod Monteclaro,40
91,Pungtod Naulid,40
92,Sag-On,40
93,San Fernando,40
94,San Jose,40
95,San Rafael,40
96,Sapa (Miagao),40
97,Saring,40
98,Sibucao,40
99,Taal,40
100,Tabunacan,40
101,Tacas (Pob.),40
102,Tambong,40
103,Tan-Agan,40
104,Tatoy,40
105,Ticdalan,40
106,Tig-Amaga,40
107,Tig-Apog-Apog,40
108,Tigbagacay,40
109,Tiglawa,40
110,Tigmalapad,40
111,Tigmarabo,40
112,To-Og,40
113,Tugura-Ao,40
114,Tumagboc,40
115,Ubos Ilawod (Pob.),40
116,Ubos Ilaya (Pob.),40
117,Valencia,40
118,Wayang,40
0,Aganan,41
1,Amparo,41
2,Anilao,41
3,Balabag,41
4,Cabugao Norte,41
5,Cabugao Sur,41
6,Jibao-An,41
7,Mali-Ao,41
8,Pagsanga-An,41
9,Pal-Agon,41
10,Pandac,41
11,Purok I (Pob.),41
12,Purok II (Pob.),41
13,Purok III (Pob.),41
14,Purok IV (Pob.),41
15,Tigum,41
16,Ungka I,41
17,Ungka II,41
0,Bgy. 1 Pob. (Roxas St.),42
1,Bgy. 10 (Pob. R.v.sanchez St. South),42
2,Bgy. 11 Pob. (R.v.sanchez St. North),42
3,Bgy. 12 Pob. (Sales Malaga Saliedo),42
4,Bgy. 13 Pob. (Sta.rita-Saclauso St.),42
5,Bgy. 14 Pob. (San Miguel North),42
6,Bgy. 15 Pob. (San Miguel South),42
7,Bgy. 16 Pob. (San Agustin St.),42
8,Bgy. 2 Pob. (Savilla Sto. Rosario),42
9,Bgy. 3 Pob. (A.s.suarez St. Zone 1),42
10,Bgy. 4 Pob. (A.s.suarez East),42
11,Bgy. 5 Pob. (Santiago St.north),42
12,Bgy. 6 Pob. (Santiago St.south),42
13,Bgy. 7 Pob. (San Roque St.south),42
14,Bgy. 8 Pob. (Montano - San Roque),42
15,Bgy. 9 Pob. (Salazar San Jose),42
16,Consolacion,42
17,Igtambo,42
18,San Antonio,42
19,San Jose,42
20,Santa Cruz,42
21,Santa Teresa,42
22,Santo Angel,42
23,Santo Nino,42
0,Adgao,43
1,Ago,43
2,Ambarihon,43
3,Ayubo,43
4,Bacan,43
5,Badiang,43
6,Bagunanay,43
7,Balicua,43
8,Bantayanan,43
9,Batga,43
10,Bato,43
11,Bikil,43
12,Boloc,43
13,Bondoc,43
14,Borong,43
15,Buenavista,43
16,Cadabdab,43
17,Daga-Ay,43
18,Desposorio,43
19,Igdampog Norte,43
20,Igdampog Sur,43
21,Igpaho,43
22,Igtuble,43
23,Ingay,43
24,Isauan,43
25,Jolason,43
26,Jona,43
27,La-Ag,43
28,Lanag Norte,43
29,Lanag Sur,43
30,Male,43
31,Mayang,43
32,Molina,43
33,Morcillas,43
34,Nagba,43
35,Navillan,43
36,Pinamacalan,43
37,San Jose,43
38,Sibucauan,43
39,Singon,43
40,Tabat,43
41,Tagpu-An,43
42,Talento,43
43,Teniente Benito,43
44,Victoria,43
45,Zone I (Pob.),43
46,Zone II (Pob.),43
47,Zone III (Pob.),43
